Wall time,Step,Value
1736673022.4493866,268,4318.90869140625
1736673030.9202662,297,3847.982421875
1736673035.7736604,312,3789.42041015625
1736673036.02051,313,3785.243408203125
1736673042.3278308,339,3725.39599609375
1736673045.9512374,353,3697.9716796875
1736673047.2077625,357,3690.757568359375
1736673053.2410257,378,3658.592041015625
1736673064.4116473,414,3619.41357421875
1736673066.46189,422,3612.827392578125
1736673071.5554876,441,3598.0869140625
1736673074.3403711,453,3589.845947265625
1736673088.0535848,494,3568.5078125
1736673093.9622374,509,3562.334228515625
1736673102.3890269,532,3554.251708984375
1736673103.4367383,535,3553.310302734375
1736673115.471084,569,3543.677490234375
1736673131.4068742,616,3532.0771484375
1736673138.644007,636,3527.439208984375
1736673143.1951625,652,3523.881103515625
1736673147.4926171,665,3521.25048828125
1736673156.328298,687,3517.004638671875
1736673167.96768,715,3511.889892578125
1736673171.260651,725,3510.138671875
1736673173.285101,731,3509.089599609375
1736673184.7613618,760,3504.257080078125
1736673193.1622055,783,3500.842529296875
1736673194.7780828,788,3500.099365234375
1736673195.2679427,790,3499.804443359375
1736673201.667408,806,3497.5244140625
1736673204.0123723,812,3496.685546875
1736673215.9304588,844,3492.291259765625
1736673216.7149918,846,3491.9990234375
1736673231.190321,887,3486.26416015625
1736673233.78007,893,3485.404052734375
1736673234.0248048,894,3485.190673828125
1736673239.711727,908,3483.251220703125
1736673245.8681982,925,3480.838134765625
1736673263.1870382,971,3474.4443359375
1736673281.0657501,1014,3468.8173828125
1736673285.2359176,1025,3467.458740234375
1736673296.0729315,1054,3463.84765625
1736673317.342558,1107,3457.173095703125
1736673320.473367,1116,3456.18896484375
1736673327.6623516,1136,3454.113037109375
1736673348.2994783,1192,3446.958984375
1736673371.3182366,1249,3440.075439453125
1736673377.9720247,1265,3438.2021484375
1736673379.8023262,1272,3437.38525390625
1736673381.389619,1276,3436.919189453125
1736673384.9458055,1287,3435.623779296875
1736673393.0137467,1306,3433.43603515625
1736673398.7741053,1321,3431.80810546875
1736673400.9722357,1327,3431.18359375
1736673412.4738176,1359,3427.9443359375
1736673413.1355815,1361,3427.753662109375
1736673419.0215414,1375,3426.44140625
1736673421.822459,1382,3425.815673828125
1736673429.8453047,1401,3424.148681640625
1736673430.1105437,1402,3424.06103515625
1736673435.011148,1414,3423.02587890625
1736673438.645683,1424,3422.285888671875
1736673439.419942,1426,3422.142578125
1736673442.4002907,1434,3421.570556640625
1736673454.8549182,1468,3419.149658203125
1736673468.0007935,1502,3416.742919921875
1736673468.7221606,1504,3416.617919921875
1736673469.7370265,1507,3416.40283203125
1736673471.2583752,1511,3416.15380859375
1736673473.5669477,1517,3415.738037109375
1736673474.8809383,1521,3415.447021484375
1736673496.2241004,1575,3411.60888671875
1736673504.544861,1595,3410.097412109375
1736673524.8722312,1625,3407.718017578125
1736673525.2582788,1626,3407.990234375
1736673541.2986217,1667,3404.271240234375
1736673557.1519465,1707,3401.506591796875
1736673557.4176073,1708,3401.3642578125
1736673571.8162398,1744,3398.904296875
1736673574.6445642,1752,3398.60498046875
1736673577.6339684,1760,3397.8779296875
1736673578.5939174,1763,3397.664306640625
1736673592.010975,1798,3395.4658203125
1736673593.352057,1801,3395.388671875
1736673598.858062,1815,3394.39599609375
1736673599.9429698,1818,3394.164794921875
1736673605.89064,1835,3393.187744140625
1736673610.3461087,1846,3392.4169921875
1736673621.6747382,1877,3390.535888671875
1736673625.0651126,1885,3389.83740234375
1736673638.182275,1920,3387.5537109375
1736673643.7086155,1935,3386.76220703125
1736673650.3347473,1952,3385.49658203125
1736673650.9396524,1954,3385.371337890625
1736673653.4573834,1961,3384.953125
1736673677.01764,2027,3381.270751953125
1736673702.6947818,2097,3377.55224609375
1736673708.3204384,2110,3376.8544921875
1736673710.6297984,2117,3376.4765625
1736673723.681265,2149,3374.709716796875
1736673724.9855554,2152,3374.55078125
1736673727.843275,2159,3374.140869140625
1736673739.4415069,2190,3372.39306640625
1736673747.3808572,2210,3371.2490234375
1736673747.7963,2211,3371.192138671875
1736673754.7632308,2229,3370.15283203125
1736673790.543343,2320,3365.195556640625
1736673793.8881736,2329,3364.75732421875
1736673798.0416882,2339,3364.27294921875
1736673802.0543008,2350,3363.681884765625
1736673844.1318247,2459,3358.202392578125
1736673855.088834,2489,3356.80908203125
1736673886.2880757,2569,3353.39990234375
1736673903.058631,2609,3351.626708984375
1736673916.1515586,2644,3350.1005859375
1736673932.1823106,2686,3348.274658203125
1736673934.369327,2691,3347.857421875
1736673940.1065214,2704,3347.4072265625
1736673943.0861192,2712,3346.949951171875
1736673944.2455766,2715,3346.822509765625
1736673952.2507017,2735,3346.027587890625
1736673958.842692,2753,3345.297607421875
1736673964.7226863,2767,3344.892578125
1736673965.3313575,2769,3345.041015625
1736673969.417525,2780,3344.218017578125
1736673986.0196052,2827,3342.522216796875
1736673986.4451437,2828,3342.622314453125
1736673994.557651,2849,3341.7314453125
1736674005.7946165,2877,3340.824951171875
1736674008.613537,2885,3340.535888671875
1736674011.8819299,2893,3340.322265625
1736674026.3515983,2934,3338.846923828125
1736674029.7264671,2943,3338.648681640625
1736674035.5440946,2958,3338.16064453125
1736674038.564489,2967,3337.911376953125
1736674044.8405313,2984,3337.238525390625
1736674047.246454,2990,3337.056640625
1736674052.5432558,3003,3336.849609375
1736674052.9128008,3004,3336.65625
1736674053.3312953,3005,3336.6962890625
1736674056.5331957,3015,3336.459228515625
1736674057.6044796,3018,3336.298095703125
1736674063.327082,3035,3335.752685546875
1736674074.7676718,3062,3334.946533203125
1736674083.3591197,3084,3334.212890625
1736674087.0786278,3094,3333.93603515625
1736674094.210528,3111,3333.367431640625
1736674115.4334006,3171,3331.804443359375
1736674127.9504533,3202,3331.135498046875
1736674128.7794218,3205,3330.91748046875
1736674131.1831324,3212,3330.773193359375
1736674136.6495678,3223,3330.41650390625
1736674159.6739705,3284,3328.923828125
1736674179.4138832,3333,3327.822998046875
1736674179.879203,3334,3327.777587890625
1736674187.2281787,3353,3327.391845703125
1736674187.520771,3354,3327.37744140625
1736674188.036562,3355,3327.357421875
1736674193.4709542,3369,3327.086669921875
1736674193.8110952,3370,3327.033447265625
1736674203.1864178,3395,3326.525146484375
1736674215.5027604,3423,3326.054931640625
1736674222.2868545,3442,3325.75341796875
1736674224.508702,3449,3325.628173828125
1736674230.8077667,3467,3325.25244140625
1736674231.9045122,3470,3325.193115234375
1736674240.0119224,3491,3324.79150390625
1736674250.4381194,3515,3324.275146484375
1736674251.3709404,3518,3324.340087890625
1736674266.4340966,3556,3323.38525390625
1736674278.2894757,3590,3322.698486328125
1736674284.4105768,3606,3322.41015625
1736674301.052937,3654,3321.4404296875
1736674323.5595052,3711,3320.6796875
1736674331.8902266,3733,3320.115966796875
1736674332.1327322,3734,3320.139404296875
1736674334.8634636,3741,3320.19873046875
1736674337.984916,3750,3319.805908203125
1736674347.5574872,3776,3319.4794921875
1736674364.7632794,3816,3318.85009765625
1736674366.0637288,3819,3318.8232421875
1736674378.546943,3850,3318.368896484375
1736674382.7433968,3863,3318.186279296875
1736674383.9308414,3866,3318.141357421875
1736674398.5253313,3904,3317.595947265625
1736674399.7195182,3907,3317.554931640625
1736674400.4599566,3909,3317.526611328125
1736674401.0401077,3911,3317.49951171875
1736674402.1682627,3914,3317.457763671875
1736674403.6252916,3918,3317.4033203125
1736674404.6830719,3921,3317.35986328125
1736674411.8389108,3940,3317.07763671875
1736674420.3862753,3962,3316.741455078125
1736674439.790872,4011,3315.973876953125
1736674446.4695733,4032,3315.64599609375
1736674471.3137085,4098,3314.615966796875
1736674473.0061169,4100,3314.586181640625
1736674479.059745,4119,3314.30810546875
1736674491.7509925,4152,3313.799072265625
1736674495.1978204,4161,3313.650146484375
1736674496.4438326,4165,3313.59033203125
1736674498.6470392,4171,3313.491455078125
1736674502.892082,4183,3313.297607421875
1736674504.1484475,4186,3313.25048828125
1736674519.1187966,4225,3312.740966796875
1736674532.1831505,4262,3312.344482421875
1736674532.7826385,4264,3312.30126953125
1736674536.0021667,4273,3312.194091796875
1736674539.9380198,4284,3312.06982421875
1736674541.9547687,4290,3312.000244140625
1736674545.0981076,4297,3311.924072265625
1736674559.8022678,4334,3311.486572265625
1736674569.6680737,4359,3311.165771484375
1736674571.822767,4365,3311.093017578125
1736674574.210745,4371,3311.0234375
1736674575.0784562,4374,3310.985107421875
1736674582.9421365,4396,3310.707763671875
1736674598.0024643,4431,3310.23291015625
1736674602.1938972,4442,3310.081298828125
1736674614.068802,4477,3309.633544921875
1736674626.4275703,4507,3309.25048828125
1736674649.0218892,4568,3308.3515625
1736674653.159173,4578,3308.189208984375
1736674677.254063,4645,3307.251220703125
1736674695.5347414,4693,3306.750732421875
1736674700.6023605,4704,3306.64453125
1736674728.1918197,4775,3306.02783203125
1736674732.0445144,4785,3306.327880859375
1736674733.802212,4789,3306.019287109375
1736674743.687006,4814,3305.7509765625
1736674760.540465,4859,3305.417724609375
1736674761.4943237,4862,3305.401123046875
1736674774.6770294,4899,3305.155517578125
1736674790.9137821,4936,3304.97412109375
1736674792.4639487,4940,3304.937255859375
1736674793.2527056,4942,3304.957275390625
1736674795.647213,4948,3304.92822265625
1736674799.2163055,4957,3304.893798828125
1736674806.7336502,4980,3304.777587890625
1736674809.1397865,4987,3304.749267578125
1736674824.7259603,5026,3304.54541015625
1736674825.064261,5027,3304.54150390625
1736674836.1842356,5057,3304.39501953125
1736674844.1904156,5080,3304.275146484375
1736674845.3837247,5082,3304.265380859375
1736674846.416314,5085,3304.247802734375
1736674846.8427625,5086,3304.24169921875
1736674849.7406538,5094,3304.19921875
1736674865.3556345,5132,3303.993896484375
1736674876.7291572,5160,3303.86328125
1736674883.3311603,5179,3303.73193359375
1736674887.316772,5190,3303.6884765625
1736674891.4289882,5199,3303.60986328125
1736674904.2003493,5230,3303.417236328125
1736674909.0611255,5241,3303.345947265625
1736674930.3116796,5297,3303.0966796875
1736674938.1305451,5316,3302.933349609375
1736674942.823098,5329,3302.712890625
1736674946.0489264,5338,3303.006591796875
1736674946.687025,5340,3302.637939453125
1736674963.3112714,5382,3302.37939453125
1736674965.1302104,5386,3302.34814453125
1736674966.3034072,5390,3302.328857421875
1736674970.6799352,5401,3302.271240234375
1736674972.1662998,5404,3302.23779296875
1736674972.5387273,5405,3302.23095703125
1736674983.1255205,5437,3301.994140625
1736674987.9673138,5450,3301.871337890625
1736674995.1467295,5468,3301.71533203125
1736674998.0323248,5475,3301.6796875
1736675003.1062324,5488,3301.74072265625
1736675009.2772143,5503,3301.553955078125
1736675012.64073,5512,3301.55712890625
1736675013.6559708,5515,3301.43896484375
1736675023.6019537,5545,3301.204833984375
1736675032.772274,5569,3301.096923828125
1736675033.73065,5572,3301.1904296875
1736675034.1129773,5574,3301.0380859375
1736675035.938466,5578,3301.11181640625
1736675051.4388294,5612,3300.838623046875
1736675054.7649536,5620,3300.80078125
1736675067.246534,5653,3300.619384765625
1736675083.346352,5695,3300.361083984375
1736675087.7006738,5704,3300.323974609375
1736675089.7288969,5709,3300.271240234375
1736675106.4593863,5754,3300.0185546875
1736675108.1765056,5759,3300.0498046875
1736675112.9003863,5771,3299.9541015625
1736675132.0456622,5817,3299.7177734375
1736675169.0578737,5917,3299.181884765625
1736675193.889896,5980,3299.17626953125
1736675204.9092278,6008,3298.779296875
1736675212.2616491,6031,3298.677978515625
1736675232.075075,6082,3298.466064453125
1736675245.411187,6116,3298.3310546875
1736675250.7314367,6129,3298.281005859375
1736675275.7928524,6198,3298.045166015625
1736675279.4119654,6206,3298.018310546875
1736675282.899626,6214,3297.991943359375
1736675289.6885037,6231,3297.93896484375
1736675296.2741132,6247,3297.896240234375
1736675300.9935355,6259,3297.86572265625
1736675313.6520848,6295,3297.775634765625
1736675317.3659976,6303,3297.755126953125
1736675327.2062216,6328,3297.687255859375
1736675339.9263337,6361,3297.582763671875
1736675340.81887,6363,3297.575439453125
1736675347.864058,6383,3297.498046875
1736675349.4128232,6388,3297.477294921875
1736675350.219936,6390,3297.47021484375
1736675351.0650563,6392,3297.46142578125
1736675383.4441667,6475,3297.22119140625
1736675389.729094,6493,3297.22900390625
1736675402.7150173,6529,3303.876708984375
1736675403.4603896,6531,3410.044189453125
1736675409.4614394,6550,3306.181884765625
1736675422.6412272,6582,3299.45166015625
1736675423.3432045,6584,3299.0283203125
1736675432.7115428,6608,3297.62353515625
1736675433.2236044,6609,3297.590576171875
1736675434.9493957,6614,3297.52392578125
1736675436.515935,6619,3297.469970703125
1736675477.1984034,6723,3297.06982421875
1736675483.3090672,6741,3297.04248046875
1736675496.9522178,6778,3297.00390625
1736675498.077882,6781,3297.0009765625
1736675503.7969575,6796,3296.9873046875
1736675506.7982972,6801,3296.98291015625
1736675511.5151727,6814,3296.972412109375
1736675513.2992954,6819,3296.96875
1736675520.2067194,6835,3296.955078125
1736675521.7844176,6840,3296.951171875
1736675523.63616,6845,3296.94775390625
1736675525.456086,6849,3296.9443359375
1736675530.9980211,6865,3296.931640625
1736675542.73584,6899,3296.906494140625
1736675553.4726481,6923,3296.88916015625
1736675571.1094759,6970,3296.857666015625
1736675574.6450934,6980,3296.85107421875
1736675575.9743254,6984,3296.848876953125
1736675582.943915,7000,3296.8388671875
1736675587.7767375,7011,3296.83251953125
1736675602.2458148,7052,3296.80859375
1736675617.678144,7092,3296.78564453125
1736675621.7246773,7100,3296.780029296875
1736675625.2512727,7109,3296.773681640625
1736675631.852343,7125,3296.76318359375
1736675647.7956834,7166,3296.7373046875
1736675648.836869,7169,3296.73486328125
1736675652.7790058,7180,3296.728271484375
1736675670.1688886,7225,3296.698486328125
1736675675.2560241,7241,3296.68798828125
1736675676.9148328,7246,3296.684814453125
1736675677.5536923,7248,3296.68359375
1736675684.7059577,7268,3296.67041015625
1736675689.0264108,7279,3296.663818359375
1736675698.8400593,7304,3296.646728515625
1736675723.000436,7367,3296.6044921875
1736675724.2108147,7370,3296.602294921875
1736675726.4208004,7376,3296.5986328125
1736675743.684801,7414,3296.5732421875
1736675748.507018,7428,3296.562255859375
1736675749.2736325,7430,3296.561279296875
1736675760.0136235,7457,3296.541259765625
1736675766.3844814,7475,3296.529052734375
1736675778.699999,7503,3296.509521484375
1736675785.91584,7524,3296.49462890625
1736675798.5870855,7558,3296.470947265625
1736675807.3368943,7584,3296.452392578125
1736675808.8628159,7588,3296.44970703125
1736675814.754725,7603,3296.43896484375
1736675819.6314387,7617,3296.42919921875
1736675841.2296884,7674,3296.3896484375
1736675845.9733543,7685,3296.382080078125
1736675846.3101451,7686,3296.38134765625
1736675858.46511,7714,3296.361572265625
1736675860.0636258,7718,3296.35888671875
1736675860.96047,7720,3296.357666015625
1736675866.483563,7732,3296.34912109375
1736675874.0441003,7756,3296.33349609375
1736675878.5793598,7768,3296.3251953125
1736675881.5817797,7776,3296.317138671875
1736675883.7403135,7782,3296.311767578125
1736675887.6412928,7793,3296.303466796875
1736675891.7302523,7801,3296.296875
1736675892.533805,7803,3296.296142578125
1736675906.8871117,7843,3296.264892578125
1736675910.3313212,7852,3296.257080078125
1736675911.1678305,7854,3296.255615234375
1736675911.5699985,7857,3296.2529296875
1736675923.8869472,7888,3296.226806640625
1736675925.8832295,7894,3296.22216796875
1736675932.3848314,7910,3296.20703125
1736675956.2465208,7977,3296.138671875
1736675957.3877215,7980,3296.13671875
1736675967.1019218,8006,3296.115966796875
1736675968.8691442,8011,3296.112548828125
1736675982.2784848,8044,3296.088623046875
1736675982.668867,8045,3296.087646484375
1736675992.0982533,8071,3296.069091796875
1736675998.70967,8088,3296.056884765625
1736676000.1942878,8092,3296.054443359375
1736676003.8335578,8100,3296.048583984375
1736676005.5888362,8105,3296.0458984375
1736676006.1007042,8106,3296.045166015625
1736676008.7384355,8112,3296.04052734375
1736676020.8925054,8145,3296.01708984375
1736676022.3899622,8151,3296.012939453125
1736676031.4733582,8176,3295.995361328125
1736676032.691743,8179,3295.99365234375
1736676057.0657115,8236,3295.954833984375
1736676081.2084768,8296,3295.92041015625
1736676084.4371414,8304,3295.91455078125
1736676093.5442464,8328,3295.8974609375
1736676100.1233292,8346,3295.880126953125
1736676109.91324,8372,3295.854736328125
1736676117.9465306,8394,3295.838623046875
1736676126.0229678,8413,3295.825927734375
1736676126.4140031,8414,3295.81982421875
1736676136.7638698,8442,3295.7958984375
1736676145.3610492,8466,3295.775634765625
1736676150.129212,8479,3295.765380859375
1736676160.5811138,8505,3295.744873046875
1736676168.333105,8527,3295.727294921875
1736676170.7478256,8533,3295.7216796875
