Wall time,Step,Value
1726753413.9516473,88018,5.212172985076904
1726753435.987797,88047,4.825623512268066
1726753447.0988774,88062,4.292847633361816
1726753448.1724482,88063,4.839125633239746
1726753467.3345857,88089,5.58448600769043
1726753477.9506786,88103,5.557865142822266
1726753480.7141833,88107,5.645923614501953
1726753495.4913905,88128,5.533916473388672
1726753522.7935908,88164,5.485994338989258
1726753528.5613537,88172,5.5214433670043945
1726753543.280105,88191,6.191515922546387
1726753552.6686878,88203,6.468954563140869
1726753571.5116215,88229,5.907237529754639
1726753582.5772421,88244,6.050136566162109
1726753593.495757,88259,6.12080717086792
1726753610.282294,88282,5.818798065185547
1726753612.6453464,88285,6.109658241271973
1726753635.150687,88316,6.395177841186523
1726753637.4256036,88319,6.351442337036133
1726753671.5780997,88366,6.783969402313232
1726753686.0465546,88386,6.6397199630737305
1726753697.6870027,88402,7.135124206542969
1726753706.85566,88415,6.917896270751953
1726753723.4513898,88437,7.018030643463135
1726753730.4162724,88446,7.3354997634887695
1726753740.7336187,88461,6.595343589782715
1726753743.6228178,88465,6.864874839782715
1726753750.8955193,88475,6.628690242767334
1726753754.992124,88481,7.123505115509033
1726753777.2853289,88510,7.226147651672363
1726753793.4343722,88533,6.579972743988037
1726753797.239158,88538,6.766632080078125
1726753798.6004581,88540,6.534588813781738
1726753809.96868,88556,6.97967529296875
1726753814.5678499,88562,6.40756893157959
1726753838.496874,88594,6.539416313171387
1726753839.8630264,88596,5.550675392150879
1726753869.6118066,88637,5.381162643432617
1726753873.9899876,88643,5.381585597991943
1726753874.450426,88644,5.692002296447754
1726753885.02978,88658,5.620532989501953
1726753898.2644877,88675,5.593100547790527
1726754256.9227672,88721,4.030422210693359
1726754287.6332002,88764,5.226875305175781
1726754295.8087602,88775,5.999509811401367
1726754316.6078563,88804,5.607783317565918
1726754354.886607,88857,5.672540187835693
1726754361.1208756,88866,6.03277587890625
1726754376.2319543,88886,5.574723243713379
1726754416.7818062,88942,6.078001022338867
1726754458.8490157,88999,6.395664691925049
1726754470.4942741,89015,5.715478420257568
1726754475.0977588,89022,6.323338508605957
1726754477.878507,89026,5.07929801940918
1726754486.1162233,89037,5.453269004821777
1726754499.7525618,89056,5.510005950927734
1726754510.5214522,89071,5.399411201477051
