Wall time,Step,Value
1736681853.8410332,268,0.9288279414176941
1736681862.1151528,297,0.8806949853897095
1736681867.413922,312,0.871526837348938
1736681867.6209273,313,0.8656936883926392
1736681874.2626615,339,0.8498458862304688
1736681878.430681,353,0.8453506827354431
1736681879.7835248,357,0.8492155075073242
1736681886.389593,378,0.8323074579238892
1736681897.1817265,414,0.8219442367553711
1736681899.2323816,422,0.8219212889671326
1736681905.0397468,441,0.8191194534301758
1736681908.9315932,453,0.8199864625930786
1736681922.0608914,494,0.8082848787307739
1736681927.7721274,509,0.803947925567627
1736681934.900876,532,0.810761570930481
1736681935.9675658,535,0.8110771179199219
1736681947.2523906,569,0.806203305721283
1736681961.9540794,616,0.7976155281066895
1736681969.3423228,636,0.8064154982566833
1736681974.9705722,652,0.8119141459465027
1736681979.00072,665,0.8048068284988403
1736681985.9391644,687,0.8028001189231873
1736681996.3516915,715,0.8013500571250916
1736682000.0977342,725,0.8012722134590149
1736682002.0564764,731,0.8017544150352478
1736682011.9334998,760,0.8044325113296509
1736682019.6269245,783,0.802677571773529
1736682021.3516421,788,0.8028809428215027
1736682021.9907699,790,0.8046884536743164
1736682028.5859225,806,0.8044981360435486
1736682030.791925,812,0.8043800592422485
1736682042.784488,844,0.8091043829917908
1736682043.41786,846,0.8056068420410156
1736682057.5632257,887,0.8052112460136414
1736682060.2668166,893,0.8055112957954407
1736682060.5506604,894,0.8081108927726746
1736682066.61455,908,0.806601345539093
1736682073.0535285,925,0.8138827681541443
1736682089.4980967,971,0.8106769919395447
1736682107.9052012,1014,0.8200019001960754
1736682112.812595,1025,0.815201461315155
1736682123.8323271,1054,0.8170148730278015
1736682144.4645,1107,0.8213381767272949
1736682147.7720602,1116,0.8214816451072693
1736682155.6033385,1136,0.8237585425376892
1736682176.6013358,1192,0.828728199005127
1736682200.8644967,1249,0.8344173431396484
1736682207.8965409,1265,0.8336176872253418
1736682210.7509315,1272,0.8335215449333191
1736682212.5778463,1276,0.8302168846130371
1736682217.022595,1287,0.8382784724235535
1736682225.6701703,1306,0.8339027762413025
1736682231.6664908,1321,0.8384255766868591
1736682234.0757825,1327,0.8388336300849915
1736682247.2735326,1359,0.8402472734451294
1736682248.112896,1361,0.8358427882194519
1736682254.5194972,1375,0.8398149609565735
1736682257.1536021,1382,0.8373638391494751
1736682266.7556396,1401,0.8422940373420715
1736682267.0991802,1402,0.8401369452476501
1736682273.0886168,1414,0.8383864760398865
